Date,N10D,GPRD,GPRD_ACT,GPRD_THREAT
3/4/2014,942,63.29747391,56.09123611,58.48203278
4/4/2014,890,59.5517807,96.47376251,30.94948196
7/4/2014,756,56.96214294,43.68215942,65.58342743
8/4/2014,800,115.9398727,66.04742432,137.7251892
9/4/2014,814,142.4322662,81.13934326,189.4990387
10/4/2014,1012,85.10549164,52.21140671,108.8736649
11/4/2014,876,52.94058228,37.69830322,62.88821793
14/4/2014,742,125.0025558,62.30889511,170.764389
15/4/2014,767,129.5658722,60.27796173,172.3809509
16/4/2014,829,143.8509521,119.5067978,172.7794952
17/4/2014,960,82.81419373,55.03952408,114.7709961
21/4/2014,663,89.93396759,99.61904144,66.47370148
22/4/2014,709,135.4929047,121.1024704,124.3217545
