,OXY,XOM,USGG10YR,USGG2YR,CL1,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP,XOM,MRO,OXY,CL1
,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,VOLUME,VOLUME,VOLUME,VOLUME
2018-07-18,82.96,82.22,2.8692,2.6093,68.76,1.89487,95.085,32300,69.98,1.1639,20.37,19.15,27.61,8711884,17404629,3827000,187313
2018-07-19,82.98,82.01,2.838,2.5907,69.46,1.8966,95.164,32300,70.91,1.1642,20.54,19.18,27.66,8659127,12557758,3495475,103220
2018-07-20,83.08,81.4,2.8931,2.5931,70.46,1.89402,94.476,32300,71.57,1.1724,20.48,19.1549,27.57,9209376,11074867,3147194,25556
2018-07-23,82.45,81.4,2.9541,2.6287,67.89,1.89402,94.632,32300,71.85,1.1692,20.46,19.09,27.44,8425921,7610487,3328216,555915
2018-07-24,83.46,83.01,2.9486,2.6331,68.52,1.89466,94.613,32300,72.01,1.1687,20.85,19.11,27.45,11120967,6548613,7053068,524591
2018-07-25,84.33,83.59,2.9746,2.6694,69.3,1.89525,94.233,32300,72.87,1.1729,21.18,19.09,27.465,9730668,6775325,4623224,622913
2018-07-26,84.16,84.24,2.9764,2.6815,69.61,1.89542,94.785,32300,73.62,1.1643,21.24,19.099,27.44,13210099,7528128,4169160,489059
2018-07-27,83.47,81.92,2.9542,2.6694,68.69,1.89474,94.669,32300,73.69,1.1657,20.83,19.11,27.47,18223602,8492355,2787348,460450
2018-07-30,83.31,81.74,2.9728,2.6613,70.13,1.89439,94.348,32300,73.53,1.1706,21.11,19.12,27.465,11282875,8970087,3198908,463011
2018-07-31,83.93,81.51,2.9598,2.6694,68.76,1.8943,94.554,32320,73.62,1.1691,21.12,19.1,27.505,11716849,10416513,5069944,519070
2018-08-01,82.64,80.39,3.0064,2.6776,67.66,1.89512,94.661,32320,72.0,1.166,20.31,19.0,27.325,8936719,12619181,3417586,576561
2018-08-02,82.24,79.91,2.9859,2.6634,68.96,1.89725,95.17,32320,71.52,1.1585,20.83,19.02,27.34,8364294,15249539,3355720,531071
2018-08-03,82.29,80.2,2.9488,2.6432,68.49,1.89891,95.161,32320,71.98,1.1568,20.54,19.04,27.39,7811180,13441689,3281573,476615
2018-08-06,82.3,80.18,2.9395,2.6452,69.01,1.89833,95.358,32320,72.18,1.1554,20.61,19.06,27.385,10041825,9921551,3224184,495605
2018-08-07,81.94,81.27,2.9730000000000003,2.6697,69.17,1.89568,95.186,32320,72.49,1.1599,20.72,19.055,27.36,10698498,10473868,3933400,485027
2018-08-08,81.2,80.73,2.96,2.6677,66.94,1.89543,95.092,32320,72.1,1.161,20.14,19.04,27.365,7275062,10732735,4539360,760313
2018-08-09,77.79,80.32,2.9258,2.6452,66.81,1.89626,95.504,32320,72.03,1.1527,20.09,19.07,27.425,9828499,8366903,14625180,509401
2018-08-10,78.78,79.42,2.8732,2.6042,67.63,1.89729,96.357,32320,70.6,1.1413,20.38,19.11,27.52,12954268,5786055,8380585,524490
2018-08-13,78.14,78.56,2.8786,2.6124,67.2,1.89796,96.391,32320,70.97,1.141,20.08,19.11,27.515,10308844,7071506,6056022,578219
2018-08-14,79.66,78.31,2.8985,2.637,67.04,1.8995,96.731,32320,71.33,1.1344,20.45,19.1,27.48,8005941,7967141,5701555,538484
2018-08-15,76.93,76.94,2.8623,2.6082,65.01,1.89908,96.696,32320,69.77,1.1345,19.0,19.11,27.525,16307784,16138194,6489462,573473
2018-08-16,78.02,78.0,2.8659,2.6164,65.46,1.89819,96.645,32320,69.47,1.1377,19.32,19.12,27.51,11519944,10360454,5470610,383380
2018-08-17,78.55,78.26,2.8605,2.6059,65.91,1.89883,96.101,32320,70.27,1.1438,19.83,19.12,27.52,10178657,10455213,4795120,171403
2018-08-20,79.01,78.81,2.819,2.5851,66.43,1.89894,95.9,32320,70.64,1.1482,19.98,19.16,27.6,8152096,7269201,3119024,112709
2018-08-21,78.89,78.83,2.8298,2.5954,67.35,1.90154,95.256,32320,71.01,1.1571,20.21,19.14,27.57,9192229,7817435,3282375,27154
2018-08-22,79.33,79.96,2.8189,2.5912,67.86,1.9009,95.146,32320,71.75,1.1597,20.87,19.16,27.63,10098237,10280347,2948908,581899
2018-08-23,78.98,79.08,2.8261,2.6162,67.83,1.90341,95.666,32320,73.01,1.154,20.78,19.17,27.65,7203899,6363302,2313636,450690
2018-08-24,79.34,79.62,2.8098,2.6202,68.72,1.90633,95.146,32320,74.02,1.1622,20.61,19.2,27.675,6545216,10284908,2580762,517796
2018-08-27,80.21,80.4,2.8459,2.6412,68.87,1.90417,94.779,32320,74.09,1.1678,20.87,19.19,27.63,6671872,6251336,2242062,332612
2018-08-28,80.11,80.28,2.8804,2.6654,68.53,1.90218,94.72,32320,74.75,1.1695,20.7,19.14,27.57,8823352,10588163,3173182,426833
2018-08-29,80.23,80.86,2.884,2.6755,69.51,1.90056,94.6,32320,74.48,1.1707,21.77,19.13,27.565,8004792,17308302,3149751,497095
2018-08-30,80.13,80.51,2.855,2.6492,70.25,1.9005,94.723,32320,75.72,1.1671,21.63,19.16,27.595,7450853,11242105,3216602,445584
2018-08-31,79.87,80.17,2.8604,2.6269,69.8,1.89792,95.14,32800,75.74,1.1602,21.51,19.14,27.57,10700016,7197175,3227761,419739
2018-09-03,79.87,80.17,2.8604,2.6269,69.8,1.89792,95.14,32800,75.77,1.1619,21.51,19.14,27.57,10700016,7197175,3227761,419739
2018-09-04,79.27,80.29,2.8985,2.6533,69.87,1.89962,95.439,32800,76.32,1.1582,21.06,19.11,27.465,8855027,6978148,5131583,785981
2018-09-05,79.14,81.36,2.9022,2.6493,68.72,1.90299,95.184,32800,75.18,1.163,21.21,19.0996,27.45,13878418,10397266,3851040,542104
2018-09-06,77.57,80.46,2.8731,2.633,67.77,1.90747,95.021,32800,74.51,1.1623,20.36,19.105,27.47,13320645,12790973,4084214,633824
2018-09-07,76.65,81.83,2.9388,2.7025,67.75,1.90655,95.365,32800,74.17,1.1553,20.52,19.05,27.39,16417783,6896200,3317648,530895
2018-09-10,76.88,81.71,2.9314,2.7108,67.54,1.90465,95.15,32800,75.2,1.1594,20.35,19.05,27.4,10817918,5881100,2732136,571174
2018-09-11,77.12,82.86,2.9755,2.7438,69.25,1.90522,95.249,32800,76.02,1.1606,20.54,19.03,27.345,11891917,9748678,4164676,676869
2018-09-12,75.74,83.13,2.9626,2.7481,70.37,1.90656,94.799,32800,77.16,1.1626,20.56,19.04,27.37,11556657,8681000,5535723,800543
2018-09-13,76.64,82.32,2.97,2.7565,68.59,1.91002,94.518,32800,76.46,1.169,20.67,19.02,27.33,11162714,7607410,7684714,684937
2018-09-14,77.58,82.92,2.9959,2.7777,68.99,1.90919,94.927,32800,76.05,1.1625,20.88,19.0,27.275,9442579,8089131,4672685,611075
2018-09-17,77.6,83.41,2.9867,2.7779,68.91,1.91094,94.496,32800,76.19,1.1683,20.87,19.02,27.28,8403325,5858075,3000579,422294
2018-09-18,78.88,83.63,3.0551,2.7988,69.85,1.90911,94.64,32800,76.09,1.1667,21.5,18.99,27.22,9219890,8904846,3789670,234202
2018-09-19,79.38,84.63,3.0626,2.7907,71.12,1.90903,94.537,32800,77.06,1.1673,21.76,18.99,27.185,10413591,8008993,3785027,125208
2018-09-20,79.23,84.82,3.0626,2.8034,70.8,1.90603,93.912,32800,77.13,1.1777,21.55,18.9801,27.22,11198171,7970079,3752941,28400
2018-09-21,79.6,85.17,3.0628,2.7999,70.78,1.90407,94.22,32800,77.08,1.1749,21.86,18.98,27.235,26639437,11655285,8386063,855943
2018-09-24,80.75,86.6,3.0889,2.8169,72.08,1.90792,94.185,32800,78.81,1.1748,22.34,18.9755,27.21,13549454,17304588,4700621,576894
2018-09-25,81.31,86.5,3.0964,2.8391,72.28,1.9085,94.133,32800,80.44,1.1767,22.49,18.975,27.195,12200690,13944017,5316270,551280
2018-09-26,81.01,85.78,3.048,2.8148,71.57,1.91387,94.193,32800,81.58,1.1739,22.44,18.9999,27.25,10275498,13096259,4221418,464463
2018-09-27,81.17,85.77,3.0518,2.8269,72.12,1.91464,94.894,32800,80.88,1.1641,22.73,18.9927,27.25,7895430,10788672,5241429,454549
2018-09-28,82.17,85.02,3.0612,2.8188,73.25,1.97831,95.132,32800,81.48,1.1604,23.28,18.99,27.235,9884941,11899435,6414567,544047
2018-10-01,83.13,85.81,3.0836,2.8189,75.3,2.04504,95.298,32900,81.58,1.1578,23.86,18.9765,27.125,8568210,14321932,4169550,601451
2018-10-02,82.87,86.46,3.0631,2.8108,75.23,2.1573900000000004,95.507,32900,83.28,1.1548,23.51,18.9892,27.195,8453138,9888603,3474172,463615
2018-10-03,82.45,86.15,3.1813,2.872,76.41,2.16962,95.762,32900,83.64,1.1478,23.99,18.93,27.055,10206722,12575947,3871172,698817
2018-10-04,82.18,85.58,3.187,2.8680000000000003,74.33,2.16519,95.751,32900,84.09,1.1514,23.72,18.9,26.97,10204586,10949500,3960669,687949
2018-10-05,81.4,85.34,3.2328,2.885,74.34,2.16408,95.624,32900,83.24,1.1524,23.41,18.85,26.905,9217393,9526936,3254515,613218
2018-10-08,81.75,86.13,3.2328,2.885,74.29,2.16408,95.761,32900,81.88,1.1492,22.88,18.8701,26.885,13242364,7871062,5287692,554938
2018-10-09,82.23,86.51,3.2063,2.8851,74.96,2.1629,95.668,32900,83.17,1.1491,22.93,18.88,26.965,10177885,9196075,3328606,623537
2018-10-10,77.92,84.52,3.1629,2.8421,73.17,2.16417,95.508,32900,82.6,1.152,21.16,18.89,26.94,16573426,16397060,5059169,652737
2018-10-11,76.53,81.6,3.1498,2.8484,70.97,2.16557,95.017,32900,80.14,1.1593,19.96,18.88,26.97,20320055,22326072,5673770,783962
2018-10-12,76.96,81.38,3.1613,2.8528,71.34,2.16701,95.221,32900,79.36,1.156,20.52,18.87,26.94,15216300,15494854,4274524,626668
2018-10-15,72.24,80.82,3.1557,2.855,71.78,2.1659,95.059,32900,79.31,1.1579,20.84,18.89,26.965,10558752,11811242,9755664,568610
2018-10-16,73.12,81.2,3.1633,2.8655,71.92,2.16751,95.048,32900,79.02,1.1574,21.18,18.88,26.965,9781778,12526938,7987456,535003
2018-10-17,72.92,81.5,3.205,2.8885,69.75,2.16843,95.575,32900,79.5,1.1501,20.89,18.84,26.88,12247748,9543955,5399189,651584
2018-10-18,71.9,81.85,3.1786,2.8741,68.65,2.16807,95.9,32900,78.25,1.1453,20.55,18.865,26.88,17448566,9053983,5417243,215337
2018-10-19,72.18,81.97,3.1921,2.9038,69.12,2.16547,95.713,32900,78.15,1.1514,20.67,18.8493,26.845,12098692,13550955,5693573,108311
2018-10-22,72.29,81.15,3.1978,2.9082,69.17,2.16573,96.013,32900,78.68,1.1464,20.46,18.8355,26.84,9474105,10419262,4341273,27415
2018-10-23,70.64,79.84,3.1676,2.879,66.43,2.16713,95.961,32900,77.11,1.1471,19.48,18.8401,26.845,15465125,18252703,5664666,853265
2018-10-24,68.23,77.62,3.1035,2.8305,66.82,2.16898,96.434,32900,75.04,1.1392,18.35,18.8722,26.925,16085735,18081329,7294193,775963
2018-10-25,68.65,78.31,3.1167,2.8467,67.33,2.17062,96.679,32900,75.33,1.1375,18.79,18.85,26.815,12315457,11616959,5413760,573096
2018-10-26,67.91,77.53,3.0755,2.8062,67.59,2.17058,96.359,32900,75.71,1.1403,18.69,18.9062,26.955,18160517,11082797,6326689,595211
2018-10-29,66.46,77.05,3.0849,2.8164,67.04,2.1699900000000003,96.579,32900,76.07,1.1373,18.15,18.9,26.91,15707035,11731778,4507437,477487
2018-10-30,67.55,78.78,3.1227,2.8507,66.18,2.17103,97.011,32900,75.51,1.1345,18.68,18.85,26.84,17758234,14023427,4770725,680441
2018-10-31,67.07,79.68,3.1435,2.8669,65.31,2.17115,97.127,33140,75.24,1.1312,18.99,18.83,26.785,16629070,14835413,4994786,666487
2018-11-01,68.35,80.67,3.1303,2.8445,63.69,2.17318,96.277,33140,72.64,1.1408,18.61,18.82,26.73,14159250,12954014,6132732,790286
2018-11-02,68.31,81.95,3.2121,2.9034,63.14,2.17159,96.542,33140,71.35,1.1388,18.21,18.75,26.645,19350357,17873843,6663860,708906
2018-11-05,69.95,81.64,3.2008,2.9075,63.1,2.16974,96.279,33140,71.45,1.1407,18.69,18.77,26.68,15814958,10104830,7969792,609129
2018-11-06,73.34,81.99,3.2276,2.9279,62.21,2.1707,96.317,33140,70.88,1.1427,18.33,18.78,26.68,9063313,14573761,11077011,761240
2018-11-07,73.72,83.03,3.2355,2.9567,61.67,2.17263,95.997,33140,70.63,1.1426,18.51,18.76,26.7,12699787,19896469,5995343,866628
2018-11-08,72.63,81.71,3.2373,2.965,60.67,2.17254,96.724,33140,70.68,1.1363,18.05,18.75,26.665,16865480,21615627,4441365,764546
2018-11-09,73.55,80.87,3.1819,2.9241,60.19,2.17059,96.905,33140,68.89,1.1336,17.84,18.78,26.72,15070124,17026279,6984136,821729
2018-11-12,72.16,79.83,3.1819,2.9241,59.93,2.17059,97.542,33140,69.82,1.1218,17.26,18.81,26.835,11906573,11315167,5204398,806219
2018-11-13,70.78,78.0,3.1397,2.8911,55.69,2.1711,97.303,33140,67.01,1.129,16.47,18.8,26.755,15530229,21411319,5500406,1095643
2018-11-14,70.95,77.39,3.125,2.8663,56.25,2.17091,96.803,33140,64.51,1.131,16.68,18.8,26.765,18552107,19490658,5873767,844696
2018-11-15,72.59,78.19,3.1103,2.8539,56.46,2.17329,96.927,33140,65.28,1.1328,17.15,18.82,26.79,18976021,14108063,4813067,256499
2018-11-16,73.38,78.96,3.0628,2.7998,56.46,2.17418,96.465,33140,66.0,1.1415,17.19,18.87,26.91,13704889,15480799,4761864,159001
2018-11-19,73.36,79.22,3.0628,2.7893,56.76,2.17491,96.193,33140,65.46,1.1454,17.12,18.8828,26.9,9430819,10829900,5149566,33575
2018-11-20,70.3,76.97,3.0628,2.8037,53.43,2.17087,96.836,33140,64.02,1.137,15.93,18.855,26.855,15533723,14425596,4476495,983120
2018-11-21,72.08,77.56,3.0627,2.8139,54.63,2.16803,96.712,33140,62.33,1.1384,16.41,18.84,26.85,9685726,12515407,4505480,734277
2018-11-22,72.08,77.56,3.0627,2.8139,54.63,2.16803,96.712,33140,62.08,1.1403,16.41,18.84,26.85,9685726,12515407,4505480,734277
2018-11-23,69.83,75.49,3.039,2.8094,50.42,2.16837,96.916,33140,60.27,1.1337,15.65,18.815,26.805,10875425,7405061,3248759,1014667
2018-11-26,70.64,76.98,3.0535,2.8302,51.63,2.16988,97.074,33140,59.29,1.1328,16.23,18.81,26.78,13741093,10699174,4534279,663108
2018-11-27,69.38,77.05,3.0572,2.8329,51.56,2.16877,97.369,33140,59.05,1.1289,16.1,18.775,26.705,10344600,13631676,5545863,764010
2018-11-28,70.71,78.45,3.059,2.8086,50.29,2.1678900000000003,96.786,33140,59.25,1.1366,16.49,18.8001,26.735,11482133,10034349,4660068,831688
2018-11-29,70.91,79.06,3.0298,2.8086,51.45,2.16872,96.778,33140,58.09,1.1393,16.55,18.875,26.88,10255232,9998417,3615158,812721
2018-11-30,70.27,79.5,2.9879,2.7865,50.93,2.16838,97.272,33150,58.33,1.1317,16.69,18.875,26.89,14040141,13260439,5947821,796714
2018-12-03,71.32,81.22,2.9697,2.8211,52.95,2.16955,97.04,33150,60.57,1.1354,17.55,18.87,26.905,19414847,15108429,5019100,758010
2018-12-04,69.67,79.43,2.9136,2.7947,53.25,2.1716,96.965,33150,61.09,1.1343,16.82,18.88,27.005,18540692,13177523,4455925,738130
2018-12-05,69.67,79.43,2.9136,2.7947,52.89,2.1716,97.07,33150,60.08,1.1344,16.82,18.88,27.005,18540692,13177523,4455925,624914
2018-12-06,67.52,78.39,2.8955,2.76,51.49,2.1770400000000003,96.81,33150,58.79,1.1374,16.22,18.9,26.995,23218054,19130065,7532941,987266
2018-12-07,66.54,77.64,2.845,2.7109,52.61,2.17268,96.514,33150,59.2,1.1379,16.05,18.92,27.035,16224694,21693595,5494595,987717
2018-12-10,64.44,76.54,2.8575,2.7292,51.0,2.16733,97.219,33150,59.72,1.1356,15.3,18.87,26.96,17946162,15896318,6135687,733225
2018-12-11,64.7,76.68,2.879,2.7641,51.65,2.16852,97.388,33150,58.57,1.1317,15.33,18.81,26.865,15742418,21603928,6031165,665262
2018-12-12,65.41,76.02,2.9096,2.7723,51.15,2.16825,97.044,33150,59.2,1.1369,15.52,18.81,26.825,14559839,18043767,6621436,730810
2018-12-13,66.68,76.98,2.9131,2.762,52.58,2.1719,97.064,33150,58.67,1.1361,15.62,18.83,26.83,13749746,13073872,6730366,733627
2018-12-14,65.1,75.58,2.8895,2.733,51.2,2.17097,97.443,33150,59.07,1.1306,15.04,18.83,26.845,12669300,12708550,5090169,526839
2018-12-17,64.11,74.04,2.857,2.6916,49.88,2.16867,97.1,33150,58.24,1.1348,14.72,18.8589,26.89,15464117,13529514,5665565,211257
2018-12-18,63.14,72.0,2.8175,2.6439,46.24,2.17319,97.104,33150,56.08,1.1361,14.24,18.86,26.97,18681179,18485728,5804736,120101
2018-12-19,62.24,70.78,2.7548,2.6458,47.2,2.17656,97.035,33150,55.13,1.1376,13.86,18.8189,26.98,21679608,14545320,6612059,37160
2018-12-20,60.63,68.63,2.8065,2.6706,45.88,2.1762,96.276,33150,53.92,1.1446,13.61,18.78,26.875,28723650,20450972,7295298,794130
2018-12-21,59.98,68.12,2.7902,2.6389,45.59,2.23505,96.956,33150,52.64,1.1372,13.45,18.79,26.865,47287319,24619848,12543038,694003
2018-12-24,57.11,65.51,2.7383,2.5593,42.53,2.31233,96.553,33150,52.64,1.1406,12.66,18.78,26.9,14262825,7147912,4131104,415859
2018-12-25,57.11,65.51,2.7383,2.5593,42.53,2.31233,96.581,33150,52.64,1.1392,12.66,18.78,26.9,14262825,7147912,4131104,415859
2018-12-26,60.6,68.64,2.8079,2.615,46.22,2.37296,97.05,33150,50.11,1.1353,14.17,18.79,26.84,24887738,16234387,7171570,698408
2018-12-27,60.76,68.94,2.7666,2.5625,44.61,2.37284,96.481,33150,52.35,1.143,14.29,18.79,26.85,22077044,12227235,6814700,665590
2018-12-28,60.47,68.17,2.7182,2.5161,45.33,2.3694900000000003,96.402,33150,51.55,1.1444,14.08,18.8257,26.92,19710603,9668945,5029134,564385
2018-12-31,61.38,68.19,2.6842,2.4878,45.41,2.36773,96.173,32550,51.55,1.1467,14.34,18.87,26.945,15807007,9646866,5126217,476970
2019-01-01,61.38,68.19,2.6842,2.4878,45.41,2.36773,96.085,32550,51.55,1.1465,14.34,18.87,26.945,15807007,9646866,5126217,476970
2019-01-02,62.0,69.69,2.6204,2.4676,46.54,2.3673,96.819,32550,52.14,1.1344,14.72,18.89,26.99,16727246,10497083,5355297,850480
2019-01-03,61.24,68.62,2.5535,2.3786,47.09,2.37082,96.305,32550,52.93,1.1394,14.62,18.98,27.145,13866115,10915080,5465488,788718
2019-01-04,63.21,71.15,2.6677,2.4937,47.96,2.3738900000000003,96.179,32550,55.13,1.1395,15.41,18.9421,27.1,16043642,14563501,6367400,817277
2019-01-07,64.48,71.52,2.696,2.5406,48.52,2.3746400000000003,95.666,32550,56.42,1.1474,15.62,18.93,27.065,10844159,10186707,5771649,819939
2019-01-08,64.99,72.04,2.728,2.5855,49.78,2.37563,95.903,32550,56.09,1.1441,15.48,18.925,27.095,11438966,12484826,5420133,765981
2019-01-09,65.78,72.42,2.71,2.5529,52.36,2.37395,95.219,32550,58.22,1.1543,16.07,18.96,27.14,13473519,12816618,4515860,891922
2019-01-10,66.19,72.05,2.7421,2.5755,52.59,2.37411,95.539,32550,59.46,1.15,16.35,18.95,27.055,13151117,13253774,4983319,821782
2019-01-11,66.22,71.72,2.7007,2.5408,51.59,2.37164,95.67,32550,60.0,1.1469,16.11,18.98,27.14,9790134,10834590,3894592,812339
2019-01-14,65.58,71.63,2.7024,2.5347,50.51,2.37106,95.61,32550,58.39,1.1469,15.83,18.9505,27.08,11012361,10729557,6604004,791527
2019-01-15,65.52,71.67,2.7112,2.5347,52.11,2.37164,96.039,32550,58.24,1.1413,15.83,18.945,27.065,10298309,10065826,4499656,664183
2019-01-16,65.14,71.64,2.7218,2.5409,52.31,2.37004,96.059,32550,59.52,1.1392,15.54,18.9357,27.045,12595640,15802413,4484523,694182
2019-01-17,65.83,72.13,2.7504,2.5637,52.07,2.37092,96.065,32550,59.63,1.1389,15.79,18.93,27.03,10141743,10236061,4767491,288560
2019-01-18,67.03,72.99,2.7842,2.6139,53.8,2.36924,96.336,32550,60.9,1.1363,16.1,18.9011,26.99,15759166,11621094,4596497,193099
2019-01-21,67.03,72.99,2.7842,2.6139,53.8,2.36924,96.336,32550,61.49,1.1365,16.1,18.9011,26.99,15759166,11621094,4596497,193099
2019-01-22,65.12,71.89,2.7392,2.5869,52.57,2.37147,96.303,32550,60.66,1.136,15.69,18.89,27.005,15035601,13352919,4140821,46027
2019-01-23,64.57,71.3,2.7409,2.5829,52.62,2.37227,96.123,32550,60.52,1.1381,15.56,18.89,26.995,13187221,9966797,3730558,702866
2019-01-24,64.98,71.4,2.7157,2.5642,53.13,2.36983,96.601,32550,60.22,1.1304,15.8,18.915,27.035,11272716,7734244,4035302,714415
2019-01-25,66.53,71.72,2.7585,2.6063,53.69,2.37036,95.794,32550,60.9,1.1406,15.9,18.8929,26.99,8998323,9403828,3476276,593385
2019-01-28,66.08,71.24,2.744,2.5897,51.99,2.36932,95.746,32550,59.57,1.1428,15.83,18.8787,26.96,13678449,7330965,3795305,650667
2019-01-29,66.48,71.51,2.7098,2.5726,53.31,2.37149,95.821,32550,59.71,1.1433,15.91,18.91,27.02,10513242,8009899,3887316,660527
2019-01-30,66.97,72.29,2.6775,2.5081,54.23,2.37266,95.34,32550,60.93,1.148,16.02,19.0096,27.205,11524722,9960579,3894155,731312
2019-01-31,66.78,73.28,2.6293,2.4576,53.79,2.3732,95.578,31060,61.19,1.1448,15.79,19.09,27.345,19876696,12572488,5914102,718650
2019-02-01,68.04,75.92,2.6842,2.5019,55.26,2.37451,95.579,31060,60.96,1.1456,16.0,19.035,27.275,22968697,12970321,5387236,689566
2019-02-04,67.74,74.82,2.7235,2.5364,54.56,2.37357,95.852,31060,62.33,1.1438,16.15,18.995,27.205,15483835,13278864,3250936,622472
2019-02-05,67.3,75.59,2.6983,2.5222,53.66,2.3734900000000003,96.067,31060,62.07,1.1406,15.94,19.015,27.245,12786736,7258778,2916307,609756
2019-02-06,66.63,75.26,2.6946,2.5243,54.01,2.3721,96.39,31060,62.3,1.1362,15.91,19.01,27.225,10866901,9737308,3205705,606720
2019-02-07,64.92,74.68,2.6572,2.4795,52.64,2.37107,96.507,31060,61.57,1.1341,15.27,19.025,27.26,14418911,13165628,4421734,749010
2019-02-08,64.96,73.98,2.6339,2.465,52.72,2.36944,96.637,31060,61.37,1.1323,15.13,19.04,27.28,11959689,11329940,4651636,621003
2019-02-11,64.84,74.1,2.6536,2.4854,52.41,2.36878,97.057,31060,61.4,1.1276,15.27,19.005,27.205,10434911,11886028,5489526,750242
2019-02-12,65.75,75.4,2.6877,2.5059,53.1,2.37129,96.709,31060,61.88,1.1326,15.45,19.005,27.215,12599206,13141519,3903135,708312
2019-02-13,65.85,76.25,2.7021,2.5305,53.9,2.37246,97.129,31060,62.94,1.1261,15.55,19.015,27.215,13214556,25621097,7206240,706552
2019-02-14,66.57,76.27,2.6536,2.4935,54.41,2.37268,96.978,31060,64.28,1.1295,16.91,19.055,27.275,12773209,35969990,5701633,623546
2019-02-15,67.19,77.71,2.6626,2.5141,55.59,2.37014,96.904,31060,64.87,1.1296,17.08,19.055,27.3,14330339,16683487,6058118,276907
2019-02-18,67.19,77.71,2.6626,2.5141,55.59,2.37014,96.904,31060,66.03,1.1311,17.08,19.055,27.3,14330339,16683487,6058118,276907
2019-02-19,67.63,78.23,2.6339,2.4872,56.09,2.3713900000000003,96.52,31060,65.79,1.1341,17.03,19.08,27.365,13551469,11336295,5082878,153728
2019-02-20,68.25,78.53,2.6447,2.4975,56.92,2.37275,96.454,31060,65.97,1.1338,17.08,19.09,27.375,12633126,14394690,4017599,37682
2019-02-21,66.6,77.82,2.6914,2.5286,56.96,2.37615,96.605,31060,66.5,1.1336,16.68,19.065,27.315,10266012,10405080,4122728,546202
2019-02-22,65.93,78.42,2.6518,2.4933,57.26,2.3737,96.507,31060,66.56,1.1335,16.89,19.115,27.4,9519281,12132340,5035886,513439
2019-02-25,66.23,78.5,2.6626,2.5058,55.48,2.3742400000000004,96.413,31060,65.36,1.1358,16.67,19.095,27.37,9274378,13679919,3594632,723012
2019-02-26,66.04,78.66,2.6357,2.4819,55.5,2.37236,96.003,31060,64.08,1.1389,16.52,19.11,27.42,10990586,10659681,2764758,538919
2019-02-27,66.65,79.47,2.6825,2.498,56.94,2.37251,96.154,31060,64.97,1.137,16.79,19.0953,27.34,12398206,9759438,2959262,577227
2019-02-28,66.15,79.03,2.715,2.5141,57.22,2.37272,96.157,30680,65.28,1.1371,16.6,19.065,27.305,14597883,13445073,3856278,496678
2019-03-01,67.55,80.0,2.7531,2.5526,55.8,2.37466,96.527,30680,65.32,1.1365,17.08,19.05,27.23,15419422,11559910,3865999,684186
2019-03-04,67.45,80.31,2.7223,2.5405,56.59,2.37511,96.682,30680,64.86,1.134,17.28,19.065,27.285,18090161,11720472,4198622,549396
2019-03-05,67.53,80.19,2.7169,2.5446,56.56,2.37447,96.866,30680,64.98,1.1308,17.27,19.055,27.27,13745465,9931486,3699215,538399
2019-03-06,66.19,79.28,2.6934,2.5161,56.22,2.36985,96.873,30680,65.04,1.1307,16.86,19.0752,27.285,18633599,10385885,4453352,637677
2019-03-07,65.74,80.16,2.6393,2.4734,56.66,2.36943,97.667,30680,65.57,1.1193,16.86,19.121,27.375,16541732,11165805,3156911,628824
2019-03-08,62.71,79.01,2.6285,2.461,56.07,2.36848,97.306,30680,64.78,1.1235,16.27,19.14,27.405,16211252,13041621,5581521,747358
2019-03-11,63.88,79.78,2.6393,2.4752,56.79,2.36822,97.215,30680,66.01,1.1245,16.57,19.14,27.39,11060876,10014488,3770211,597156
2019-03-12,64.2,80.0,2.6015,2.4506,56.87,2.36927,96.935,30680,66.3,1.1288,16.9,19.165,27.455,11320150,8681382,3195458,652798
2019-03-13,65.06,80.71,2.6213,2.4648,58.26,2.37184,96.55,30680,66.6,1.1327,17.32,19.18,27.485,10260235,9722456,2561593,610616
2019-03-14,65.21,80.44,2.6303,2.4607,58.61,2.37508,96.785,30680,67.29,1.1304,17.26,19.1874,27.49,9976797,9602659,2446261,567604
2019-03-15,65.47,80.15,2.5871,2.4378,58.52,2.37538,96.595,30680,66.91,1.1326,17.27,19.21,27.56,25316599,12215336,5602916,507393
2019-03-18,67.01,81.08,2.6033,2.4521,59.09,2.37727,96.524,30680,66.87,1.1337,17.39,19.22,27.59,9840552,10376151,3256838,157241
2019-03-19,66.17,80.87,2.6123,2.4686,59.03,2.37731,96.383,30680,67.25,1.1352,17.12,19.21,27.55,13936496,9457735,3695462,114822
2019-03-20,67.26,81.32,2.5263,2.3961,59.83,2.3784400000000003,95.761,30680,67.54,1.1413,17.6,19.307,27.74,13133738,13052110,5112825,31126
2019-03-21,67.24,81.79,2.5369,2.4084,59.98,2.38035,96.495,30680,67.78,1.1374,17.69,19.3,27.74,10116958,12806802,5284635,655380
2019-03-22,65.24,80.48,2.439,2.3166,59.04,2.38092,96.651,30680,66.67,1.1302,16.68,19.335,27.825,12497707,16337484,6138584,738840
2019-03-25,65.13,79.92,2.3983,2.2416,58.82,2.38086,96.566,30680,66.19,1.1312,16.71,19.3436,27.83,11320386,11803835,6588636,705399
