,OXY,XOM,USGG10YR,USGG2YR,CL1,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP,XOM,MRO,OXY,CL1
,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,VOLUME,VOLUME,VOLUME,VOLUME
2019-03-26,67.08,80.96,2.423,2.2662,59.94,2.37937,96.736,30680,67.03,1.1266,17.11,19.3215,27.77,9473083,14592981,5885746,685988
2019-03-27,66.35,80.34,2.3665,2.2,59.41,2.38068,96.774,30680,67.15,1.1244,17.06,19.3389,27.79,7258729,7851445,3559787,732150
2019-03-28,66.57,80.74,2.3946,2.2359,59.3,2.3809,97.202,30680,66.38,1.1221,16.82,19.3213,27.815,7412348,14927697,2522483,712209
2019-03-29,66.2,80.8,2.405,2.26,60.14,2.38201,97.284,30680,67.23,1.1218,16.71,19.34,27.84,10889251,9442604,3190433,705559
2019-04-01,67.18,81.73,2.5009,2.3326,61.59,2.38156,97.232,30275,68.31,1.1213,17.39,19.27,27.68,10816444,14543366,2809924,670808
2019-04-02,66.63,81.38,2.4741,2.3024,62.58,2.38243,97.361,30275,68.83,1.1204,17.13,19.28,27.71,7646036,11499566,3312365,793227
2019-04-03,66.06,80.9,2.5241,2.3348,62.46,2.38675,97.091,30275,69.12,1.1233,16.93,19.25,27.63,8562912,11452255,3056832,799672
2019-04-04,66.44,82.05,2.5151,2.3369,62.1,2.3858900000000003,97.308,30275,68.76,1.1221,17.14,19.26,27.65,9360593,6670661,2855715,684973
2019-04-05,68.04,82.49,2.4954,2.3393,63.08,2.38923,97.395,30275,69.02,1.1216,17.7,19.265,27.68,10059368,9184797,3808402,686862
2019-04-08,68.37,83.0,2.5222,2.3618,64.4,2.38913,97.05,30275,70.33,1.1263,17.6,19.26,27.66,9108518,9828418,2527661,895767
2019-04-09,67.28,81.93,2.5006,2.3497,63.98,2.39031,97.006,30275,70.35,1.1263,17.26,19.2738,27.69,8561582,8182579,3301441,790677
2019-04-10,67.18,81.56,2.4649,2.3212,64.61,2.3924,96.946,30275,70.31,1.1274,17.45,19.34,27.78,10324305,8858174,3645798,722216
2019-04-11,67.18,81.95,2.497,2.354,63.58,2.3923400000000004,97.177,30275,70.41,1.1253,17.19,19.3004,27.72,9115235,9147835,2956440,760504
2019-04-12,65.33,80.92,2.5651,2.3914,63.89,2.39211,96.972,30275,70.44,1.1299,17.76,19.275,27.665,16638655,11850756,10070587,625588
2019-04-15,63.36,80.65,2.5543,2.3916,63.4,2.39171,96.942,30275,70.21,1.1304,17.38,19.28,27.685,8536136,8834465,11793744,555858
2019-04-16,63.67,81.2,2.5904,2.4124,64.05,2.39162,97.043,30275,70.11,1.1281,17.47,19.25,27.605,7005715,11139270,11094214,547469
2019-04-17,62.65,81.43,2.594,2.4002,63.76,2.39164,97.009,30275,70.81,1.1296,17.74,19.255,27.6,8311362,11885652,6553953,235376
2019-04-18,61.82,81.13,2.5596,2.3802,64.0,2.39273,97.474,30275,70.83,1.123,17.62,19.2846,27.67,9493885,9068989,8481040,148238
2019-04-19,61.82,81.13,2.5596,2.3802,64.0,2.39273,97.378,30275,70.83,1.1245,17.62,19.2846,27.67,9493885,9068989,8481040,148238
2019-04-22,63.05,82.9,2.5885,2.3866,65.7,2.39404,97.287,30275,72.44,1.1257,18.78,19.275,27.66,10770596,19197174,5873957,30139
2019-04-23,62.36,83.38,2.565,2.3639,66.3,2.40057,97.636,30275,73.37,1.1227,18.68,19.305,27.72,10595101,12840774,10307311,700598
2019-04-24,62.0,81.76,2.5181,2.3178,65.89,2.40048,98.173,30275,73.43,1.1155,18.15,19.35,27.83,11684021,12950174,28235244,678386
2019-04-25,61.84,82.22,2.5325,2.3319,65.21,2.4004,98.203,30275,74.04,1.1132,17.93,19.355,27.83,11135004,10285733,16502775,603001
2019-04-26,61.31,80.49,2.4982,2.2821,63.3,2.40184,98.006,30275,72.38,1.1151,17.38,19.375,27.875,18053468,10651664,10170806,1000836
2019-04-29,60.13,79.97,2.5252,2.2922,63.5,2.4,97.857,30275,71.07,1.1186,17.15,19.355,27.81,10023667,8335693,9112831,654076
2019-04-30,58.88,80.28,2.5018,2.2661,63.91,2.40085,97.479,30260,71.91,1.1215,17.04,19.375,27.845,13721521,9491389,24103883,750494
2019-05-01,57.48,78.67,2.4999,2.3044,63.6,2.40353,97.686,30260,72.0,1.1196,16.53,19.265,27.67,13909751,13709315,11084249,664739
2019-05-02,57.35,77.29,2.5414,2.3448,61.81,2.40987,97.832,30260,70.98,1.1172,15.52,19.185,27.555,15360385,28035154,18795097,914661
2019-05-03,57.95,77.47,2.525,2.333,61.94,2.40198,97.52,30260,70.61,1.1198,15.68,19.225,27.625,12180737,15721801,10790014,646866
2019-05-06,58.77,77.13,2.4692,2.2904,62.25,2.38433,97.515,30260,70.23,1.1199,15.77,19.265,27.69,13367124,10869488,25494837,768810
2019-05-07,59.69,76.72,2.4566,2.2844,61.4,2.37075,97.628,30260,70.45,1.1191,15.51,19.2682,27.705,13498822,14874814,21567231,842810
2019-05-08,60.21,76.84,2.4835,2.2966,62.12,2.36241,97.623,30260,69.88,1.1192,15.56,19.24,27.63,11352859,12232789,17378525,791769
2019-05-09,56.33,76.77,2.4423,2.258,61.7,2.35805,97.373,30260,69.66,1.1215,15.27,19.25,27.68,13221649,10373024,36678639,769583
2019-05-10,54.97,76.56,2.4672,2.2661,61.66,2.35724,97.33,30260,70.66,1.1233,15.26,19.275,27.715,11055957,9029506,17791442,786494
2019-05-13,54.17,75.71,2.4015,2.1884,61.04,2.35631,97.319,30260,71.21,1.1222,15.03,19.325,27.8,12176298,10308064,12890197,1003106
2019-05-14,54.55,75.81,2.4104,2.1965,61.78,2.35408,97.526,30260,70.66,1.1204,15.46,19.3268,27.795,10548424,9638432,7195467,751668
2019-05-15,54.25,76.37,2.3732,2.1596,62.02,2.34952,97.569,30260,71.26,1.1201,15.43,19.37,27.86,8918004,7123527,13684514,723001
2019-05-16,53.75,76.36,2.3944,2.1922,62.87,2.35182,97.855,30260,72.61,1.1174,15.71,19.355,27.83,8105630,9776165,10655209,545679
2019-05-17,52.76,75.91,2.3909,2.1981,62.76,2.35384,97.995,30260,72.57,1.1158,15.47,19.33,27.8,9279383,9007001,13991460,215802
2019-05-20,53.46,75.9,2.4157,2.2208,63.1,2.35691,97.933,30260,72.47,1.1166,15.54,19.305,27.765,7154620,10925947,9405527,131888
2019-05-21,53.51,76.25,2.4264,2.2538,62.99,2.35255,98.062,30260,71.71,1.1161,15.84,19.29,27.765,8490107,11141881,12046959,28906
2019-05-22,52.78,75.56,2.382,2.2227,61.42,2.35078,98.041,30260,71.03,1.115,15.43,19.3,27.78,7858317,12054027,13530510,766728
2019-05-23,52.91,73.79,2.3185,2.146,57.91,2.35001,97.856,30260,68.56,1.1181,14.56,19.3311,27.845,14657221,14136619,21382598,1108052
2019-05-24,53.47,74.1,2.3202,2.1641,58.63,2.3508400000000003,97.613,30260,67.4,1.1203,14.43,19.33,27.89,7056566,8827397,14996818,758099
2019-05-27,53.47,74.1,2.3202,2.1641,58.63,2.3508400000000003,97.613,30260,67.42,1.1194,14.43,19.33,27.89,7056566,8827397,14996818,758099
2019-05-28,52.28,72.61,2.2658,2.1244,59.14,2.35095,97.952,30260,68.84,1.116,14.33,19.365,27.91,14912925,8829963,8680698,1020323
2019-05-29,52.0,72.16,2.2605,2.109,58.81,2.34848,98.144,30260,67.75,1.1131,14.09,19.38,27.965,13645182,14676857,9055441,1124959
2019-05-30,51.91,71.97,2.2133,2.0609,56.59,2.34914,98.142,30260,67.1,1.1129,13.62,19.425,28.065,9362146,12146343,16919034,842281
2019-05-31,49.77,70.77,2.1246,1.9221,53.5,2.3494,97.75,30130,64.15,1.1169,13.15,19.5132,28.25,13983305,13256422,11162268,1031488
2019-06-03,49.32,71.88,2.071,1.8317,53.25,2.3512,97.142,30130,61.61,1.1241,13.33,19.46,28.175,11831255,12762868,11148502,984308
2019-06-04,49.69,73.59,2.1296,1.8834,53.48,2.35128,97.072,30130,61.63,1.1252,13.45,19.4589,28.115,10423019,10045916,8835749,831625
2019-06-05,47.43,72.98,2.1348,1.8569,51.68,2.35221,97.32,30130,61.04,1.1221,13.19,19.47,28.115,10617831,17933914,18563843,943186
2019-06-06,49.04,74.31,2.1174,1.8787,52.59,2.3494,97.044,30130,60.88,1.1276,13.25,19.46,28.1,11738903,13406278,11660776,790067
2019-06-07,47.84,74.58,2.0809,1.8494,53.99,2.34853,96.544,30130,62.71,1.1334,13.31,19.5,28.2,9095481,11536265,11714296,828133
2019-06-10,47.9,74.91,2.1484,1.9036,53.26,2.34832,96.761,30130,63.01,1.1312,13.45,19.43,28.05,7760402,8306224,9861507,687146
2019-06-11,49.05,74.84,2.1431,1.9297,53.27,2.34659,96.686,30130,62.56,1.1326,13.41,19.415,28.025,9415134,8501089,12867823,642940
2019-06-12,48.79,74.03,2.1205,1.8786,51.14,2.34665,97.0,30130,61.01,1.1287,13.02,19.4166,28.025,7921018,11110736,7644928,786105
2019-06-13,49.73,74.68,2.0945,1.8357,52.28,2.34602,97.013,30130,61.51,1.1276,13.28,19.445,28.045,8986427,12087876,8013702,945024
2019-06-14,49.31,74.35,2.0804,1.8405,52.51,2.34473,97.572,30130,61.25,1.1208,12.98,19.4068,27.98,8575907,9028002,7779625,574229
2019-06-17,49.81,75.09,2.0942,1.8687,51.93,2.34322,97.558,30130,61.6,1.1218,13.33,19.3755,27.95,9355715,10631760,7424563,397868
2019-06-18,50.35,75.74,2.0595,1.8643,53.9,2.3446,97.644,30130,61.43,1.1194,13.67,19.445,28.065,10091483,11841058,9473860,181640
2019-06-19,50.3,75.32,2.0233,1.7351,53.76,2.34714,97.117,30130,62.21,1.1226,13.63,19.5268,28.225,9757390,9804574,8907745,122838
2019-06-20,51.3,76.61,2.0284,1.7775,56.65,2.34598,96.629,30130,63.95,1.1293,14.11,19.63,28.4,16229715,17483082,7389883,27880
2019-06-21,50.61,77.69,2.0540000000000003,1.7678,57.43,2.3435900000000003,96.22,30130,65.29,1.1369,14.05,19.5569,28.255,23108130,13234057,10298485,676047
2019-06-24,49.89,76.95,2.0143,1.7324,57.9,2.34283,95.98,30130,65.05,1.1399,13.93,19.6,28.325,10012236,8721780,9648145,597164
2019-06-25,49.38,76.27,1.985,1.7318,57.83,2.34273,96.14,30130,64.79,1.1367,13.9,19.5739,28.275,9739970,9211829,4575055,673140
2019-06-26,50.42,76.6,2.0468,1.7689,59.38,2.34639,96.214,30130,65.6,1.1369,14.39,19.55,28.245,11365476,10871827,7025068,686817
2019-06-27,49.75,75.82,2.014,1.7449,59.43,2.34662,96.194,30130,65.61,1.1369,14.2,19.5731,28.285,8147803,7430860,5387233,531405
2019-06-28,50.28,76.63,2.0051,1.7549,58.47,2.3467,96.13,30130,65.6,1.1373,14.21,19.585,28.295,14781298,10205448,6752247,556101
2019-07-01,49.78,76.56,2.024,1.7872,59.09,2.34801,96.844,30000,65.71,1.1286,14.25,19.47,28.095,11453769,9195870,7258514,674887
2019-07-02,48.78,75.72,1.974,1.7613,56.25,2.35275,96.726,30000,63.95,1.1285,13.55,19.475,28.11,10475419,11176252,10160982,878938
2019-07-03,49.17,76.44,1.9498,1.7596,57.34,2.35879,96.768,30000,62.69,1.1278,13.66,19.505,28.18,5246096,6382781,4435150,600131
2019-07-04,49.17,76.44,1.9498,1.7596,57.34,2.35879,96.768,30000,63.43,1.1285,13.66,19.505,28.18,5246096,6382781,4435150,600131
2019-07-05,49.28,76.13,2.0338,1.8593,57.51,2.3593,97.286,30000,63.55,1.1225,13.76,19.4468,28.095,6881115,7194585,5613218,698015
2019-07-08,49.3,76.48,2.0476,1.89,57.66,2.37168,97.384,30000,64.72,1.1214,13.52,19.44,28.105,7876097,7711572,4740299,540861
2019-07-09,49.61,76.43,2.0648,1.9066,57.83,2.36295,97.489,30000,64.35,1.1208,13.54,19.4447,28.135,7863026,7237247,7461201,551872
2019-07-10,50.24,77.51,2.0613,1.8277,60.43,2.36068,97.104,30000,66.1,1.1251,13.9,19.51,28.19,8077369,7363724,7594659,690656
2019-07-11,50.44,77.57,2.1378,1.8625,60.2,2.35704,97.05,30000,67.57,1.1254,13.65,19.48,28.09,6404194,5848768,6399567,573019
2019-07-12,51.72,77.63,2.1219,1.8471,60.21,2.35474,96.81,30000,67.36,1.127,13.92,19.4931,28.135,6139299,7002984,9102835,469029
2019-07-15,51.63,77.08,2.0887,1.829,59.58,2.34957,96.933,30000,66.79,1.1258,13.48,19.5234,28.21,7116356,9323210,10130607,566818
2019-07-16,51.1,75.93,2.1026,1.8498,57.62,2.34595,97.395,30000,66.13,1.1211,13.32,19.4968,28.16,10197358,11432042,8790208,712540
2019-07-17,51.18,75.48,2.0451,1.8111,56.78,2.34548,97.223,30000,64.6,1.1224,13.22,19.52,28.225,7419314,12724133,7615260,504432
2019-07-18,51.01,74.84,2.0242,1.7559,55.3,2.34862,96.794,30000,63.1,1.1277,13.38,19.57,28.275,11425663,9858836,9689026,215361
2019-07-19,52.33,74.99,2.0552,1.8183,55.63,2.35092,97.151,30000,62.93,1.1221,13.66,19.5331,28.2325,11243310,9224067,7196257,105217
2019-07-22,52.51,75.07,2.0464,1.8123,56.22,2.35168,97.257,30000,64.27,1.1209,13.67,19.54,28.255,8370141,10073343,5997828,24302
2019-07-23,51.8,75.37,2.0812,1.8374,56.77,2.34932,97.705,30000,63.92,1.1152,13.76,19.54,28.23,8551205,7851838,5822580,521876
2019-07-24,52.05,75.36,2.0428,1.8179,55.88,2.34592,97.729,30000,64.58,1.114,13.97,19.54,28.245,8260245,8340262,6096196,745248
2019-07-25,51.14,74.93,2.081,1.8639,56.02,2.34535,97.818,30000,64.55,1.1147,13.75,19.52,28.2,9083914,8621641,6627412,559282
2019-07-26,51.59,74.81,2.0703,1.8519,56.2,2.34472,98.01,30000,64.02,1.1128,13.75,19.495,28.17,7677427,7039968,5452204,476785
2019-07-29,50.91,75.34,2.065,1.8579,56.87,2.34413,98.044,30000,63.79,1.1145,13.5,19.5,28.16,7091889,9132843,6412060,529742
2019-07-30,52.47,75.35,2.0580000000000003,1.8459,58.05,2.34583,98.05,30000,64.62,1.1155,14.13,19.5,28.2,6961197,11972697,7420307,547401
2019-07-31,51.36,74.36,2.0144,1.8721,58.58,2.34486,98.516,29790,65.53,1.1076,14.07,19.525,28.24,13104592,9589585,12342283,614001
2019-08-01,53.17,72.46,1.8935,1.734,53.95,2.34566,98.369,29790,63.37,1.1085,13.53,19.53,28.285,17132815,16134909,14069940,886748
2019-08-02,51.18,71.75,1.8452,1.7118,55.66,2.30798,98.074,29790,61.55,1.1108,13.28,19.55,28.3,21376742,14177756,12206940,739810
2019-08-05,49.42,70.28,1.7075,1.5733,54.69,2.21325,97.522,29790,60.41,1.1203,12.5,19.585,28.41,19080930,16870749,9977723,823844
2019-08-06,47.58,70.96,1.7023,1.5830000000000002,53.63,2.10109,97.63,29790,59.59,1.1199,12.16,19.62,28.515,12282362,13255323,13008033,682794
2019-08-07,46.0,70.5,1.7342,1.6069,51.09,2.0982,97.544,29790,57.7,1.1199,12.05,19.62,28.535,15231052,20579082,16686992,1063214
2019-08-08,47.13,72.38,1.7172,1.6188,52.54,2.09482,97.618,29790,57.38,1.118,12.86,19.6568,28.6,14304052,20747187,23937095,724762
2019-08-09,47.13,70.84,1.7447,1.6466,54.5,2.0878,97.491,29790,57.88,1.12,12.87,19.63,28.58,13686606,11947796,9879738,726386
2019-08-12,44.99,69.63,1.6454,1.5837,54.93,2.08724,97.38,29790,57.84,1.1214,12.74,19.675,28.695,9542598,10451522,13456351,611027
2019-08-13,44.76,70.49,1.7035,1.6666,57.1,2.08603,97.812,29790,59.34,1.1171,12.95,19.645,28.625,12438513,12005147,17643112,783486
2019-08-14,43.7,67.65,1.5792,1.5771,55.23,2.08707,97.987,29790,59.88,1.1139,12.3,19.655,28.735,18114362,14325840,16953357,718293
2019-08-15,43.96,67.25,1.5269,1.4957,54.47,2.09072,98.144,29790,58.77,1.1107,12.02,19.71,28.84,12874373,12160389,9352906,527866
2019-08-16,44.57,68.3,1.5538,1.4763,54.87,2.09147,98.142,29790,59.03,1.109,12.45,19.6852,28.765,12649037,10589472,8513844,168345
2019-08-19,45.58,69.45,1.6063,1.5453,56.21,2.09156,98.347,29790,59.46,1.1078,12.88,19.6452,28.64,10032824,9857274,9851079,113571
2019-08-20,45.26,69.03,1.5555,1.5123,56.34,2.09116,98.19,29790,59.94,1.11,12.62,19.68,28.705,9744252,8523875,7379147,47450
2019-08-21,45.06,69.72,1.5893,1.5733,55.68,2.0886,98.295,29790,60.66,1.1085,12.42,19.645,28.65,10134525,11897622,8500288,704035
2019-08-22,44.7,69.57,1.6131,1.6121,55.35,2.09183,98.17,29790,60.5,1.108,12.26,19.62,28.62,8973175,7948208,5865883,621573
2019-08-23,42.37,67.49,1.5351,1.5332,54.17,2.08822,97.64,29790,59.67,1.1144,11.75,19.69,28.81,15373737,14135819,12546529,807151
2019-08-26,42.13,67.85,1.5351,1.5391,53.64,2.08752,98.081,29790,59.18,1.1102,11.63,19.695,28.765,7344634,8680270,8304224,679022
2019-08-27,42.35,67.19,1.4711,1.5223,54.93,2.08271,97.999,29790,58.98,1.109,11.53,19.74,28.92,9494621,8011910,7322254,596624
2019-08-28,43.11,67.68,1.4794,1.5,55.78,2.0851,98.21,29790,60.16,1.1078,11.94,19.7621,28.98,9656818,9074733,7084699,674048
2019-08-29,43.37,68.43,1.4945,1.52,56.71,2.08382,98.507,29790,60.24,1.1057,12.2,19.76,29.0,9004455,10028733,6651784,630760
2019-08-30,43.48,68.48,1.4961,1.504,55.1,2.08432,98.916,29790,60.11,1.0982,11.84,19.71,28.89,9181055,9587364,6881895,708268
2019-09-02,43.48,68.48,1.4961,1.504,55.1,2.08432,98.916,29910,58.76,1.097,11.84,19.71,28.89,9181055,9587364,6881895,708268
2019-09-03,42.68,68.56,1.4573,1.452,53.94,2.08328,99.0,29910,57.81,1.0974,11.77,19.68,28.805,9849840,10041713,6917730,970804
2019-09-04,43.58,69.29,1.4657,1.4319,56.26,2.0857900000000003,98.451,29910,58.97,1.1035,12.11,19.74,28.89,6973483,7214116,4838512,682298
2019-09-05,45.09,70.27,1.5586,1.526,56.3,2.08965,98.414,29910,60.58,1.1035,12.54,19.675,28.75,9902285,11374808,9680122,712466
2019-09-06,45.46,70.93,1.5602,1.5402,56.52,2.09262,98.394,29910,60.75,1.1029,12.45,19.6812,28.765,10418504,12410031,10958768,714294
2019-09-09,44.97,71.49,1.6438,1.5928,57.85,2.0918400000000004,98.281,29910,62.0,1.1048,12.9,19.6377,28.64,12840418,12783045,11069776,646993
2019-09-10,46.43,72.07,1.7316,1.676,57.4,2.09112,98.326,29910,62.74,1.1043,12.83,19.5651,28.47,13810789,10453852,9770898,755472
2019-09-11,46.29,71.93,1.7385,1.6742,55.75,2.09087,98.645,29910,62.08,1.101,13.01,19.5442,28.44,10525669,11736300,7662923,858772
2019-09-12,45.4,71.98,1.7715,1.7192,55.09,2.09239,98.309,29910,60.51,1.1065,12.58,19.5361,28.42,9100653,14044434,7403671,845977
2019-09-13,45.09,72.64,1.8958,1.7999,54.85,2.0941,98.257,29910,60.02,1.1073,12.7,19.4681,28.235,7337194,7715677,11149355,599470
2019-09-16,47.8,73.73,1.8467,1.7593,62.9,2.09227,98.61,29910,66.43,1.1001,14.17,19.53,28.39,19830182,29418258,24116047,1404916
2019-09-17,45.15,73.17,1.8013,1.7248,59.34,2.1076,98.261,29910,67.88,1.1073,13.07,19.55,28.45,14644957,20206145,15554177,993237
2019-09-18,44.62,72.82,1.7961,1.7621,58.11,2.18726,98.561,29910,64.57,1.103,13.03,19.5001,28.36,7375224,17022221,9875437,216961
2019-09-19,45.79,72.33,1.784,1.7378,58.13,2.19289,98.272,29910,64.39,1.1041,13.04,19.5128,28.4,8316785,12423388,10546468,112327
2019-09-20,45.7,72.08,1.7215,1.683,58.09,2.13829,98.513,29910,65.3,1.1017,13.18,19.575,28.56,19862816,15789450,8621454,37979
2019-09-23,45.5,72.13,1.7267,1.6812,58.64,2.00044,98.599,29910,64.51,1.0993,13.1,19.605,28.61,7808263,9833713,7367969,526785
2019-09-24,45.47,71.14,1.6456,1.6256,57.29,1.83662,98.337,29910,63.93,1.102,12.22,19.635,28.68,14306865,16160596,6530225,591529
2019-09-25,45.33,71.35,1.7372,1.6795,56.49,1.83576,99.037,29910,62.35,1.0943,12.32,19.565,28.52,8056587,13340957,4373189,563550
2019-09-26,45.35,70.97,1.6921,1.6555,56.41,1.83771,99.132,29910,62.31,1.0921,11.94,19.57,28.54,8443867,12847947,4973448,599653
2019-09-27,45.14,71.48,1.6801,1.6315,55.91,1.81835,99.109,29910,62.51,1.094,12.2,19.55,28.48,8224747,14131620,4516267,712966
2019-09-30,44.47,70.61,1.6646,1.6217,54.07,1.81211,99.377,28590,61.09,1.0899,12.27,19.565,28.52,10159343,9184331,6526038,532522
2019-10-01,43.77,68.95,1.6353,1.5459,53.62,1.82584,99.128,28590,59.68,1.0933,11.79,19.55,28.53,11431460,12563998,5235744,589176
2019-10-02,42.94,67.15,1.5992,1.4780000000000002,52.64,1.83093,99.019,28590,58.75,1.0959,11.3,19.5762,28.54,14635321,15468764,6077647,590306
2019-10-03,43.2,67.98,1.5341,1.3901,52.45,1.84063,98.864,28590,57.99,1.0965,11.66,19.625,28.63,12782931,12367298,5714127,642466
2019-10-04,43.07,68.97,1.529,1.4036,52.81,1.81335,98.808,28590,58.62,1.0979,11.56,19.655,28.74,10589034,10752332,5112373,541104
2019-10-07,42.18,68.02,1.558,1.4617,52.75,1.81012,98.967,28590,59.12,1.0971,11.41,19.62,28.65,11576036,13261486,7498527,549019
2019-10-08,40.83,66.7,1.5289,1.4194,52.63,1.80443,99.133,28590,58.56,1.0957,11.09,19.6,28.61,10349381,10462404,8760986,658324
2019-10-09,40.84,67.44,1.5836,1.4657,52.59,1.79852,99.118,28590,58.68,1.0971,11.19,19.59,28.55,8626168,10536092,7124978,632666
2019-10-10,41.03,68.25,1.6681,1.5424,53.55,1.7974599999999998,98.701,28590,58.74,1.1005,11.4,19.55,28.44,8447220,10753445,7799474,613944
2019-10-11,41.12,68.98,1.729,1.5914,54.7,1.7954,98.301,28590,60.97,1.1042,11.74,19.51,28.3599,10176021,10328337,7390718,741704
2019-10-14,40.51,69.18,1.729,1.5914,53.59,1.7954,98.454,28590,59.95,1.1027,11.78,19.53,28.39,6864352,12674555,12952421,467643
2019-10-15,40.8,69.42,1.771,1.618,52.81,1.8006,98.288,28590,59.62,1.1033,11.84,19.465,28.3,6655121,11031602,6219731,511249
2019-10-16,40.34,68.23,1.7395,1.5835,53.36,1.81437,98.002,28590,59.28,1.1072,11.62,19.52,28.36,9811267,8065230,5813900,451643
2019-10-17,40.33,68.14,1.7518,1.5999,53.93,1.8299,97.607,28590,59.54,1.1125,11.55,19.535,28.39,9931755,9806743,6485580,418422
2019-10-18,40.45,67.61,1.7536,1.5736,53.78,1.83345,97.282,28590,60.06,1.1167,11.3,19.545,28.43,13473727,12563846,6972444,174477
2019-10-21,40.82,68.74,1.7993,1.621,53.31,1.82464,97.328,28590,59.5,1.115,11.53,19.5054,28.35,10473346,7367415,6771733,95979
2019-10-22,42.22,69.09,1.7607,1.5944,54.16,1.81222,97.526,28590,59.78,1.1125,11.73,19.5343,28.4,9503140,9289672,10623391,33916
2019-10-23,42.92,69.75,1.7642,1.5817,55.97,1.80451,97.491,28590,60.42,1.113,12.01,19.55,28.45,8722963,9642752,7831184,620202
2019-10-24,42.29,69.09,1.766,1.5777,56.23,1.80318,97.631,28590,61.63,1.1104,11.94,19.56,28.45,9069090,8256416,7274303,480764
2019-10-25,42.53,69.25,1.7943,1.6176,56.66,1.8000200000000002,97.831,28590,62.16,1.108,11.98,19.555,28.45,7607192,10132235,5270726,445020
2019-10-28,42.28,68.64,1.842,1.6435,55.81,1.79862,97.764,28590,61.65,1.11,11.94,19.5,28.35,11209579,7489890,4644363,437020
2019-10-29,42.33,68.44,1.8385,1.6415,55.54,1.79916,97.69,28590,61.44,1.1112,12.01,19.4779,28.27,13894441,8982747,6373363,521457
2019-10-30,41.36,67.72,1.7715,1.5976,55.06,1.79393,97.646,28590,61.24,1.1151,11.56,19.5055,28.37,12840564,11170919,5558514,659328
2019-10-31,40.5,67.57,1.6909999999999998,1.5239,54.18,1.7934599999999998,97.352,29810,60.52,1.1152,11.53,19.555,28.46,16169055,11492008,12515362,677419
2019-11-01,42.29,69.6,1.7103,1.5519999999999998,56.2,1.76899,97.239,29810,60.19,1.1166,12.05,19.575,28.51,14108731,12586634,9024791,538117
2019-11-04,44.23,71.67,1.777,1.5822,56.54,1.69147,97.505,29810,62.0,1.1128,12.52,19.575,28.475,15858154,13325156,13452253,580350
2019-11-05,41.91,73.09,1.8584,1.6245,57.23,1.56855,97.983,29810,62.57,1.1075,12.64,19.5311,28.4,14930416,14027151,19344336,435319
2019-11-06,39.61,71.49,1.8283,1.6086,56.35,1.5507799999999998,97.952,29810,62.39,1.1066,12.18,19.57,28.4898,13996462,18587155,17042722,623258
2019-11-07,39.03,73.01,1.9173,1.6672,57.15,1.55067,98.143,29810,62.32,1.105,12.56,19.495,28.325,13073780,16015324,15278621,678165
2019-11-08,40.1,70.77,1.9417,1.6742,57.24,1.54122,98.353,29810,61.98,1.1018,12.53,19.5,28.33,12107599,15567260,13610893,636941
2019-11-11,38.88,70.34,1.9417,1.6742,56.86,1.54122,98.2,29810,62.26,1.1033,12.16,19.5,28.335,8675982,11866803,14586380,498981
2019-11-12,38.44,69.37,1.9347,1.6623,56.8,1.5369700000000002,98.309,29810,62.82,1.1009,12.01,19.505,28.34,13918873,12294124,12823655,586568
2019-11-13,38.12,68.8,1.886,1.636,57.12,1.53545,98.373,29810,62.48,1.1007,11.87,19.52,28.36,12042872,11762385,9389469,547635
2019-11-14,37.76,68.5,1.8186,1.5914,56.77,1.53608,98.163,29810,63.0,1.1022,11.89,19.54,28.42,11281012,9465225,8833727,516832
2019-11-15,38.95,69.19,1.8308,1.6101,57.72,1.5369,97.999,29810,63.12,1.1051,12.1,19.5105,28.39,11253689,9164451,14166226,375993
2019-11-18,39.3,68.52,1.8153,1.598,57.05,1.53691,97.794,29810,63.44,1.1072,11.78,19.55,28.46,10098937,9683094,13131619,159328
2019-11-19,38.14,67.82,1.7826,1.5961,55.21,1.53579,97.856,29810,62.51,1.1078,11.46,19.565,28.5,12614042,9683155,12540422,121214
2019-11-20,38.48,68.03,1.7449,1.5757,57.11,1.53695,97.934,29810,62.22,1.1073,11.69,19.595,28.59,16931767,13862476,10302774,31918
